state_abbr,i_InterventionID,i_Intervention_Name,findings_n,studies_n,weighted_outcome_sample,mean_effect_size_wwc,median_effect_size_wwc,pct_positive_effect_size,mean_improvement_index,intervention_name
KY,290.0,"Investigations in Number, Data, and Space®",24,1,4806.400000000001,-0.035791488519723066,-0.0296202721671157,25.0,-2.125,"Investigations in Number, Data, and Space®"
KY,311.0,Scott Foresman-Addison Wesley Elementary Mathematics,8,2,1500.3500000000001,-0.0798304729948918,-0.0962381355216201,25.0,-3.375,Scott Foresman-Addison Wesley Elementary Mathematics
KY,425.0,Pre-K Mathematics,2,1,446.0,0.19746180526928164,0.19746180526928164,100.0,8.0,Pre-K Mathematics
KY,621.0,New Chance,1,1,207.9,,,,8.0,New Chance
KY,750.0,Core-Plus Mathematics,9,1,462.72727272727275,0.3750378161015652,0.289480191481847,77.77777777777779,13.0,Core-Plus Mathematics
KY,818.0,Cognitive Tutor Algebra I,6,3,4213.619047619048,0.07118220383737028,0.07118220383737028,50.0,0.8333333333333334,Cognitive Tutor Algebra I
KY,1175.0,Math Expressions,9,1,1513.5,0.05732518513555702,0.0275963385712838,88.88888888888889,2.2222222222222223,Math Expressions
KY,1181.0,Literacy Design Collaborative (LDC),3,1,50083.0,0.0259977524197904,0.0139992483759552,66.66666666666666,1.3333333333333333,Literacy Design Collaborative (LDC)
KY,1194.0,Integrated Basic Education and Skills Training (I-BEST),18,1,65111.5,0.23332168810568782,0.2574483230484125,80.0,8.9,Integrated Basic Education and Skills Training (I-BEST)
LA,6.0,Teach for America (TFA),2,1,571.6666666666666,0.09274873159973471,0.09274873159973471,100.0,3.5,Teach for America (TFA)
LA,187.0,Lessons in Character,8,1,1024.0,0.36373145208230023,0.3821166141590635,100.0,11.125,Lessons in Character
LA,726.0,Project CRISS®,3,1,578.125,-0.0166493649416042,-0.0321735993734571,33.33333333333333,-0.6666666666666666,Project CRISS®
LA,803.0,TAP: The System for Teacher and Student Advancement,1,1,28.0,0.145163471874506,0.145163471874506,100.0,6.0,TAP: The System for Teacher and Student Advancement
LA,818.0,Cognitive Tutor Algebra I,6,3,4213.619047619048,0.07118220383737028,0.07118220383737028,50.0,0.8333333333333334,Cognitive Tutor Algebra I
LA,1194.0,Integrated Basic Education and Skills Training (I-BEST),18,1,65111.5,0.23332168810568782,0.2574483230484125,80.0,8.9,Integrated Basic Education and Skills Training (I-BEST)
LA,1448.0,Passport Reading Journeys,5,1,5155.0,0.15096417004671842,0.130950028470985,80.0,6.0,Passport Reading Journeys
LA,1623.0,Single Stop,4,1,9621.0,0.0839547112438706,0.0593227093463462,75.0,3.5,Single Stop
MA,19.0,Knowledge is Power Program (KIPP),41,3,40290.8455988456,0.19953975181199887,0.175708448371066,100.0,7.878048780487805,Knowledge is Power Program (KIPP)
MA,190.0,Voices Literature and Character Education (Voices LACE),2,1,196.0,0.1696718070165425,0.1696718070165425,100.0,6.0,Voices Literature and Character Education (Voices LACE)
MA,230.0,Lexia Reading,7,2,593.0,0.20436849170916865,0.232977109095019,71.42857142857143,8.0,Lexia Reading
MA,290.0,"Investigations in Number, Data, and Space®",2,1,83.25,0.11467330185640134,0.11467330185640134,50.0,4.5,"Investigations in Number, Data, and Space®"
MA,309.0,Accelerated Math® ,8,1,280.54166666666663,0.2946,0.249,100.0,11.6,Accelerated Math® 
MA,326.0,Vocabulary Improvement Program for English Language Learners and Their Classmates (VIP),6,1,32.0,0.42597808017449806,0.4391422737381395,83.33333333333334,16.0,Vocabulary Improvement Program for English Language Learners and Their Classmates (VIP)
MA,434.0,Summer Training and Education Program (STEP),4,1,1285.5,,,,-0.75,Summer Training and Education Program (STEP)
MA,742.0,READ 180®,41,4,9643.333333333334,0.12580000673477432,0.0981548233082967,79.41176470588235,4.121951219512195,READ 180®
MA,814.0,Summer Counseling,32,2,16801.666666666668,0.06122191060081951,0.1041161680130195,75.0,2.59375,Summer Counseling
MA,1077.0,Xtreme Reading,2,1,902.0,-0.0742725075531636,-0.0742725075531636,50.0,-2.5,Xtreme Reading
MA,1517.0,Bottom Line,7,1,6491.0,0.18148173294825373,0.340864516763396,71.42857142857143,7.142857142857143,Bottom Line
MA,1581.0,Year Up,14,2,833.0416666666666,0.025809986101570544,0.1307178235113785,71.42857142857143,1.5714285714285714,Year Up
MA,1618.0,Success Boston Coaching,7,2,21488.0,0.17272952061403846,0.166223654039188,100.0,6.714285714285714,Success Boston Coaching
MA,1623.0,Single Stop,4,1,9621.0,0.0839547112438706,0.0593227093463462,75.0,3.5,Single Stop
MA,2151.0,Building Blocks&trade;,1,1,571.3333333333333,0.551825640992102,0.551825640992102,100.0,21.0,Building Blocks&trade;
MD,1.0,Cooperative Integrated Reading and Composition (CIRC),4,1,3492.0,0.20052414695817,0.2104873281896035,100.0,7.75,Cooperative Integrated Reading and Composition (CIRC)
MD,6.0,Teach for America (TFA),2,1,571.6666666666666,0.09274873159973471,0.09274873159973471,100.0,3.5,Teach for America (TFA)
MD,83.0,Open Learning Initiative (OLI),4,1,1049.5,0.14032134158796683,0.1264856576979925,100.0,5.5,Open Learning Initiative (OLI)
MD,99.0,ACT/SAT Test Preparation and Coaching Programs,2,1,80.0,-0.0422347983142691,-0.0422347983142691,0.0,-1.5,ACT/SAT Test Preparation and Coaching Programs
MD,214.0,Success for All®,52,1,13278.0,0.5359592686056341,0.4712471999123595,94.23076923076923,19.46153846153846,Success for All®
MD,261.0,Lions Quest -- Skills for Adolescence,10,1,12289.5,,,,1.6,Lions Quest -- Skills for Adolescence
MD,269.0,Lions Quest -- Skills for Action,1,1,104.28571428571428,0.127630114071465,0.127630114071465,100.0,5.0,Lions Quest -- Skills for Action
MD,271.0,Dialogic Reading,2,1,242.0,,,,46.0,Dialogic Reading
MD,321.0,Career Academies,3,1,710.1666666666666,0.0899708731321358,0.0899708731321358,100.0,7.0,Career Academies
MD,380.0,Transition Mathematics,3,1,220.20000000000002,0.19659720964456398,0.167228420541107,100.0,7.666666666666667,Transition Mathematics
MD,464.0,Fast ForWord®,3,2,494.0,0.11796912415972885,0.11796912415972885,100.0,1.3333333333333333,Fast ForWord®
MD,773.0,Student Team Reading and Writing (STRW),6,2,18390.0,0.24414517163281568,0.249078239437441,66.66666666666666,7.166666666666667,Student Team Reading and Writing (STRW)
MD,776.0,Chemistry That Applies,2,1,4176.0,0.2852847513538215,0.2852847513538215,100.0,11.5,Chemistry That Applies
MD,780.0,Astronomy Resources for Intercurricular Elementary Science (ARIES): Exploring Motion and Forces,6,1,7711.0,0.017379313724292602,0.018998091210595647,50.0,1.5,Astronomy Resources for Intercurricular Elementary Science (ARIES): Exploring Motion and Forces
MD,789.0,Great Explorations in Math and Science (GEMS) The Real Reasons for Seasons,2,1,4777.0,-0.2619283880576335,-0.2619283880576335,0.0,-10.0,Great Explorations in Math and Science (GEMS) The Real Reasons for Seasons
MD,797.0,Linked Learning Communities,14,1,6267.5,,,,-0.5714285714285714,Linked Learning Communities
MD,819.0,Cognitive Tutor&reg; Geometry,1,1,669.0,-0.193328239109346,-0.193328239109346,0.0,-8.0,Cognitive Tutor&reg; Geometry
MD,1077.0,Xtreme Reading,7,1,1167.4444444444443,0.04607932929627497,0.0417442521507802,100.0,1.7142857142857142,Xtreme Reading
MD,1194.0,Integrated Basic Education and Skills Training (I-BEST),5,1,1294.25,0.357605673807994,0.357605673807994,100.0,5.8,Integrated Basic Education and Skills Training (I-BEST)
MI,99.0,ACT/SAT Test Preparation and Coaching Programs,3,1,392.0,0.35386446940067096,0.346491033467509,100.0,14.0,ACT/SAT Test Preparation and Coaching Programs
MI,261.0,Lions Quest -- Skills for Adolescence,10,1,12289.5,,,,1.6,Lions Quest -- Skills for Adolescence
MI,269.0,Lions Quest -- Skills for Action,1,1,104.28571428571428,0.127630114071465,0.127630114071465,100.0,5.0,Lions Quest -- Skills for Action
MI,290.0,"Investigations in Number, Data, and Space®",6,1,1194.2,-0.03491792480070551,-0.02315567072414025,33.33333333333333,-1.3333333333333333,"Investigations in Number, Data, and Space®"
MI,309.0,Accelerated Math® ,8,1,280.54166666666663,0.2946,0.249,100.0,11.6,Accelerated Math® 
MI,380.0,Transition Mathematics,3,1,220.20000000000002,0.19659720964456398,0.167228420541107,100.0,7.666666666666667,Transition Mathematics
MI,393.0,National Guard Youth ChalleNGe Program,1,1,119.60000000000001,,,,23.0,National Guard Youth ChalleNGe Program
MI,529.0,Successmaker,23,1,887.7142857142857,0.021395209620030203,0.0159998686824148,52.17391304347826,0.782608695652174,Successmaker
MI,621.0,New Chance,1,1,207.9,,,,8.0,New Chance
MI,646.0,Accelerated Middle Schools,2,1,344.0,1.24222539617111,1.24222539617111,100.0,36.0,Accelerated Middle Schools
MI,750.0,Core-Plus Mathematics,9,1,462.72727272727275,0.3750378161015652,0.289480191481847,77.77777777777779,13.0,Core-Plus Mathematics
MI,818.0,Cognitive Tutor Algebra I,6,3,4213.619047619048,0.07118220383737028,0.07118220383737028,50.0,0.8333333333333334,Cognitive Tutor Algebra I
MI,1117.0,Social Belonging,24,1,49143.0,-0.022907888337610816,-0.01110175224065365,29.166666666666668,-0.9166666666666666,Social Belonging
MI,1279.0,Prentice Hall/Pearson Literature© (2007-15),9,1,1666.0,0.003192531396614089,-0.0079294074023467,44.44444444444444,0.2222222222222222,Prentice Hall/Pearson Literature© (2007-15)
MI,1489.0,McREL Balanced Leadership,1,1,124.0,0.450067538,0.450067538,100.0,17.0,McREL Balanced Leadership
MI,1629.0,Growth Mindset,24,1,48981.0,0.05958323732746376,0.0,41.66666666666667,2.3333333333333335,Growth Mindset
MN,7.0,Peer-Assisted Learning Strategies,3,1,1502.3333333333333,0.8575365752542133,0.893101290731852,100.0,30.0,Peer-Assisted Learning Strategies
MN,17.0,Saxon Math,12,1,1693.6000000000001,0.11020461145858564,0.09383746952507925,75.0,4.333333333333333,Saxon Math
MN,290.0,"Investigations in Number, Data, and Space®",24,1,4806.400000000001,-0.035791488519723066,-0.0296202721671157,25.0,-2.125,"Investigations in Number, Data, and Space®"
MN,309.0,Accelerated Math® ,8,1,280.54166666666663,0.2946,0.249,100.0,11.6,Accelerated Math® 
MN,311.0,Scott Foresman-Addison Wesley Elementary Mathematics,6,1,1221.6000000000001,-0.09049112192376868,-0.0962381355216201,16.666666666666664,-3.8333333333333335,Scott Foresman-Addison Wesley Elementary Mathematics
MN,312.0,Check & Connect,4,2,474.0,0.4440826692302699,0.4636924605,100.0,20.0,Check & Connect
MN,325.0,Read Naturally,3,2,244.0,0.294130064188135,0.242139302554675,100.0,11.333333333333334,Read Naturally
MN,621.0,New Chance,1,1,207.9,,,,8.0,New Chance
MN,783.0,Early Risers,7,1,1393.0,,,,3.4285714285714284,Early Risers
MN,1175.0,Math Expressions,9,1,1513.5,0.05732518513555702,0.0275963385712838,88.88888888888889,2.2222222222222223,Math Expressions
MO,17.0,Saxon Math,12,1,1693.6000000000001,0.11020461145858564,0.09383746952507925,75.0,4.333333333333333,Saxon Math
MO,35.0,The Expert Mathematician,1,1,70.0,0.347944730809632,0.347944730809632,100.0,14.0,The Expert Mathematician
MO,58.0,eMINTS Comprehensive Program,10,2,19557.0,-0.006853249385854805,-0.0383272085054311,50.0,0.6,eMINTS Comprehensive Program
MO,102.0,Building Decision Skills,7,1,1966.0,0.21197420333679423,0.1613170822282487,100.0,13.714285714285714,Building Decision Skills
MO,204.0,Connect with Kids,4,1,46.0,0.4033177938130863,0.374808111244377,100.0,15.5,Connect with Kids
MO,214.0,Success for All®,10,1,875.5833333333333,0.15719305656822333,0.206750183071705,57.14285714285714,5.9,Success for All®
MO,290.0,"Investigations in Number, Data, and Space®",18,1,3612.2000000000003,-0.036665052238740614,-0.05171519140049025,16.666666666666664,-2.388888888888889,"Investigations in Number, Data, and Space®"
MO,309.0,Accelerated Math® ,8,1,280.54166666666663,0.2946,0.249,100.0,11.6,Accelerated Math® 
MO,311.0,Scott Foresman-Addison Wesley Elementary Mathematics,6,1,1221.6000000000001,-0.09049112192376868,-0.0962381355216201,16.666666666666664,-3.8333333333333335,Scott Foresman-Addison Wesley Elementary Mathematics
MO,380.0,Transition Mathematics,1,1,70.0,-0.348103917488903,-0.348103917488903,0.0,-14.0,Transition Mathematics
MO,529.0,Successmaker,23,1,887.7142857142857,0.021395209620030203,0.0159998686824148,52.17391304347826,0.782608695652174,Successmaker
MO,814.0,Summer Counseling,3,1,4921.5,0.10440974808460513,0.0854826225064468,66.66666666666666,4.0,Summer Counseling
MO,1175.0,Math Expressions,9,1,1513.5,0.05732518513555702,0.0275963385712838,88.88888888888889,2.2222222222222223,Math Expressions
MO,1571.0,University of Chicago School Mathematics Project (UCSMP) Transitions/Pre-transitions Math,1,1,70.0,0.080954399416024,0.080954399416024,100.0,3.0,University of Chicago School Mathematics Project (UCSMP) Transitions/Pre-transitions Math
MO,1629.0,Growth Mindset,1,1,565.0,0.0476450907506871,0.0476450907506871,100.0,2.0,Growth Mindset
MS,6.0,Teach for America (TFA),2,1,571.6666666666666,0.09274873159973471,0.09274873159973471,100.0,3.5,Teach for America (TFA)
MS,17.0,Saxon Math,12,1,1693.6000000000001,0.11020461145858564,0.09383746952507925,75.0,4.333333333333333,Saxon Math
MS,214.0,Success for All®,10,1,875.5833333333333,0.15719305656822333,0.206750183071705,57.14285714285714,5.9,Success for All®
MS,290.0,"Investigations in Number, Data, and Space®",24,1,4806.400000000001,-0.035791488519723066,-0.0296202721671157,25.0,-2.125,"Investigations in Number, Data, and Space®"
MS,311.0,Scott Foresman-Addison Wesley Elementary Mathematics,6,1,1221.6000000000001,-0.09049112192376868,-0.0962381355216201,16.666666666666664,-3.8333333333333335,Scott Foresman-Addison Wesley Elementary Mathematics
MS,380.0,Transition Mathematics,3,1,220.20000000000002,0.19659720964456398,0.167228420541107,100.0,7.666666666666667,Transition Mathematics
MS,393.0,National Guard Youth ChalleNGe Program,1,1,119.60000000000001,,,,23.0,National Guard Youth ChalleNGe Program
MS,1175.0,Math Expressions,9,1,1513.5,0.05732518513555702,0.0275963385712838,88.88888888888889,2.2222222222222223,Math Expressions
MT,309.0,Accelerated Math® ,8,1,280.54166666666663,0.2946,0.249,100.0,11.6,Accelerated Math® 
NC,6.0,Teach for America (TFA),10,2,201023.0,0.11513009149269327,0.12466877479285801,100.0,4.4,Teach for America (TFA)
NC,17.0,Saxon Math,1,1,46.5625,0.112191716858976,0.112191716858976,100.0,4.0,Saxon Math
NC,19.0,Knowledge is Power Program (KIPP),41,3,40290.8455988456,0.19953975181199887,0.175708448371066,100.0,7.878048780487805,Knowledge is Power Program (KIPP)
NC,214.0,Success for All®,10,1,875.5833333333333,0.15719305656822333,0.206750183071705,57.14285714285714,5.9,Success for All®
NC,232.0,Open Court Reading©,2,1,266.0,0.225892052244969,0.225892052244969,100.0,8.0,Open Court Reading©
NC,393.0,National Guard Youth ChalleNGe Program,1,1,119.60000000000001,,,,23.0,National Guard Youth ChalleNGe Program
NC,464.0,Fast ForWord®,7,1,1562.0,,,,-7.142857142857143,Fast ForWord®
NC,483.0,Creative Curriculum for Preschool,9,1,760.5,-0.020522128170763387,-0.0414572930689729,44.44444444444444,-0.3333333333333333,Creative Curriculum for Preschool
NC,767.0,Coping Power,10,1,866.0,0.146373688023848,0.05501965,50.0,4.5,Coping Power
NC,795.0,Fast Track: Elementary School,21,1,3938.75,0.12056809650149178,0.119210382984614,71.42857142857143,4.761904761904762,Fast Track: Elementary School
NC,815.0,First Year Experience Courses for Students in Developmental Education,7,1,6133.0,,,,-1.0,First Year Experience Courses for Students in Developmental Education
NC,1043.0,Dual Enrollment Programs,43,1,40267.0,0.4820597359644002,0.365077670084222,93.02325581395348,16.302325581395348,Dual Enrollment Programs
NC,1166.0,National Board for Professional Teaching Standards (NBPTS) Certification,2,1,124.0,0.0349826630328561,0.0349826630328561,50.0,1.5,National Board for Professional Teaching Standards (NBPTS) Certification
NC,1284.0,Achieve3000®,11,1,52695.0,0.0496886341317292,0.03684879485098115,66.66666666666666,2.0,Achieve3000®
NC,1572.0,Leadership and Assistance for Science Education Reform (LASER),72,1,21627.666666666664,0.028279045182326816,0.015567806015207152,56.94444444444444,1.1527777777777777,Leadership and Assistance for Science Education Reform (LASER)
NE,17.0,Saxon Math,1,1,46.5625,0.112191716858976,0.112191716858976,100.0,4.0,Saxon Math
NE,378.0,University of Chicago School Mathematics Project (UCSMP) Algebra,1,1,36.0,-0.137794202392347,-0.137794202392347,0.0,-5.0,University of Chicago School Mathematics Project (UCSMP) Algebra
NE,440.0,Sound Partners,4,1,188.0,0.2591893979028377,0.2848229366251595,100.0,10.25,Sound Partners
NE,816.0,Saxon Algebra I,1,1,36.0,0.128758516989569,0.128758516989569,100.0,5.0,Saxon Algebra I
NE,1077.0,Xtreme Reading,7,1,1167.4444444444443,0.04607932929627497,0.0417442521507802,100.0,1.7142857142857142,Xtreme Reading
NH,216.0,Ladders to Literacy,11,2,1011.0,-0.20093680559773347,-0.128643576723282,20.0,-2.090909090909091,Ladders to Literacy
NJ,19.0,Knowledge is Power Program (KIPP),13,1,1953.909090909091,0.23452534013614063,0.266865851616145,100.0,9.307692307692308,Knowledge is Power Program (KIPP)
NJ,289.0,Houghton Mifflin Mathematics,3,1,70.66666666666666,,,,0.0,Houghton Mifflin Mathematics
NJ,311.0,Scott Foresman-Addison Wesley Elementary Mathematics,2,1,850.0,0.06644074410793266,0.06644074410793266,50.0,2.5,Scott Foresman-Addison Wesley Elementary Mathematics
NJ,397.0,Curiosity Corner,9,1,586.3333333333333,,,,2.6666666666666665,Curiosity Corner
NJ,416.0,"Ready, Set, Leap!®",16,2,4106.0,0.1080633734167977,0.120132428086389,85.71428571428571,1.8125,"Ready, Set, Leap!®"
NJ,646.0,Accelerated Middle Schools,2,1,1072.0,0.375049649537628,0.375049649537628,100.0,5.0,Accelerated Middle Schools
NJ,686.0,Tools of the Mind,6,1,1215.0,,,,3.3333333333333335,Tools of the Mind
NJ,742.0,READ 180®,50,2,44784.0,0.04702870991671726,0.0565044382266045,80.0,1.86,READ 180®
NJ,818.0,Cognitive Tutor Algebra I,6,3,4213.619047619048,0.07118220383737028,0.07118220383737028,50.0,0.8333333333333334,Cognitive Tutor Algebra I
NJ,1284.0,Achieve3000®,3,1,468.0,0.12438662207453129,0.0560413559510256,100.0,4.666666666666667,Achieve3000®
NM,309.0,Accelerated Math® ,8,1,280.54166666666663,0.2946,0.249,100.0,11.6,Accelerated Math® 
NM,380.0,Transition Mathematics,3,1,220.20000000000002,0.19659720964456398,0.167228420541107,100.0,7.666666666666667,Transition Mathematics
NM,393.0,National Guard Youth ChalleNGe Program,1,1,119.60000000000001,,,,23.0,National Guard Youth ChalleNGe Program
NM,752.0,First Step to Success,10,1,1922.0,0.3791707699327317,0.443973382884578,80.0,15.4,First Step to Success
NM,814.0,Summer Counseling,7,1,5344.0,0.010037215012951486,-0.0690375500681157,28.57142857142857,0.14285714285714285,Summer Counseling
NM,1572.0,Leadership and Assistance for Science Education Reform (LASER),72,1,21627.666666666664,0.028279045182326816,0.015567806015207152,56.94444444444444,1.1527777777777777,Leadership and Assistance for Science Education Reform (LASER)
NV,17.0,Saxon Math,13,2,1740.1625000000001,0.11035746572015413,0.104091093612701,76.92307692307693,4.3076923076923075,Saxon Math
NV,274.0,Phonological Awareness Training,5,2,100.0,-0.1958848679704991,-0.1958848679704991,0.0,13.4,Phonological Awareness Training
NV,290.0,"Investigations in Number, Data, and Space®",24,1,4806.400000000001,-0.035791488519723066,-0.0296202721671157,25.0,-2.125,"Investigations in Number, Data, and Space®"
NV,311.0,Scott Foresman-Addison Wesley Elementary Mathematics,6,1,1221.6000000000001,-0.09049112192376868,-0.0962381355216201,16.666666666666664,-3.8333333333333335,Scott Foresman-Addison Wesley Elementary Mathematics
NV,1175.0,Math Expressions,9,1,1513.5,0.05732518513555702,0.0275963385712838,88.88888888888889,2.2222222222222223,Math Expressions
NY,17.0,Saxon Math,13,2,1740.1625000000001,0.11035746572015413,0.104091093612701,76.92307692307693,4.3076923076923075,Saxon Math
NY,19.0,Knowledge is Power Program (KIPP),41,3,40290.8455988456,0.19953975181199887,0.175708448371066,100.0,7.878048780487805,Knowledge is Power Program (KIPP)
NY,83.0,Open Learning Initiative (OLI),4,1,1049.5,0.14032134158796683,0.1264856576979925,100.0,5.5,Open Learning Initiative (OLI)
NY,271.0,Dialogic Reading,4,1,268.0,0.1757013239269874,0.196433431338067,75.0,7.25,Dialogic Reading
NY,275.0,Phonological Awareness Training plus Letter Knowledge Training,12,1,1548.0,0.1792949007943778,0.1425211031989275,91.66666666666666,7.25,Phonological Awareness Training plus Letter Knowledge Training
NY,290.0,"Investigations in Number, Data, and Space®",24,1,4806.400000000001,-0.035791488519723066,-0.0296202721671157,25.0,-2.125,"Investigations in Number, Data, and Space®"
NY,305.0,Progress in Mathematics,2,1,183.5,0.07112031012624301,0.07112031012624301,50.0,2.5,Progress in Mathematics
NY,311.0,Scott Foresman-Addison Wesley Elementary Mathematics,6,1,1221.6000000000001,-0.09049112192376868,-0.0962381355216201,16.666666666666664,-3.8333333333333335,Scott Foresman-Addison Wesley Elementary Mathematics
NY,425.0,Pre-K Mathematics,24,2,3437.5,0.2106436137689918,0.116884117481694,100.0,8.208333333333334,Pre-K Mathematics
NY,430.0,Let's Begin with the Letter People®,6,1,1849.0,0.0218246741557639,0.0218246741557639,100.0,10.333333333333334,Let's Begin with the Letter People®
NY,465.0,Waterford Early Reading Level One,8,1,2022.0,0.1250168224985646,0.13440763797261823,75.0,5.0,Waterford Early Reading Level One
NY,536.0,Building Blocks for Math/SRA Real Math Building Blocks,3,2,316.0,1.0736569328647667,1.06363649373876,100.0,35.0,Building Blocks for Math/SRA Real Math Building Blocks
NY,621.0,New Chance,1,1,207.9,,,,8.0,New Chance
NY,623.0,JOBSTART,4,1,431.22222222222223,,,,13.75,JOBSTART
NY,718.0,Service and Conservation Corps,1,1,156.5,,,,-2.0,Service and Conservation Corps
NY,742.0,READ 180®,2,1,896.0,0.1810194141252785,0.1810194141252785,100.0,7.0,READ 180®
NY,763.0,Social Skills Training,2,1,76.0,0.6968724002299189,0.6968724002299189,100.0,24.0,Social Skills Training
NY,797.0,Linked Learning Communities,34,2,23500.0,,,,2.2058823529411766,Linked Learning Communities
NY,1072.0,Accelerated Study in Associate Programs (ASAP),36,1,28670.0,0.34607472826136254,0.29180158945736845,100.0,13.382352941176471,Accelerated Study in Associate Programs (ASAP)
NY,1077.0,Xtreme Reading,7,1,1167.4444444444443,0.04607932929627497,0.0417442521507802,100.0,1.7142857142857142,Xtreme Reading
NY,1175.0,Math Expressions,9,1,1513.5,0.05732518513555702,0.0275963385712838,88.88888888888889,2.2222222222222223,Math Expressions
NY,1181.0,Literacy Design Collaborative (LDC),2,1,6896.0,-0.03308698155955295,-0.03308698155955295,0.0,-1.5,Literacy Design Collaborative (LDC)
NY,1287.0,Leveled Literacy Intervention,34,1,1953.5,0.3231532575010971,0.24895804886850098,97.05882352941177,11.911764705882353,Leveled Literacy Intervention
NY,1517.0,Bottom Line,7,1,6491.0,0.18148173294825373,0.340864516763396,71.42857142857143,7.142857142857143,Bottom Line
NY,1581.0,Year Up,14,2,833.0416666666666,0.025809986101570544,0.1307178235113785,71.42857142857143,1.5714285714285714,Year Up
